value,total_count
ENVO:01001214,4
China paddy soil,4
ENVO:01001215,4
ENVO:01001216,4
ENVO:01001217,4
ENVO:01001218,4
ENVO:01001219,4
ENVO:01001220,4
ENVO:01001221,4
chimney structure,4
ENVO:01001222,4
CHILI POWDER/Guajillo,4
chili bowl,4
ENVO:01001223,4
ENVO:01001224,4
marine plankton,4
ENVO:01001225,4
Pelagic sediment,4
marine (seagrass shallows),4
marine sea sediment,4
ENVO:01001228,4
ENVO:01001229,4
Gum1C,4
Gum2C,4
GumA,4
GumB,4
forest reserve,4
marine sediment [ENVO:03000033] | aquaculture process [ENVO:01000906],4
chemocline biome,4
fecal material [ENVO:00002004],4
fecal material [ENVO:00002005],4
fecal material [ENVO:00002006],4
fecal material [ENVO:00002007],4
fecal material [ENVO:00002008],4
fecal material [ENVO:00002009],4
fecal material [ENVO:00002010],4
fecal material [ENVO:00002012],4
gut01,4
gut02,4
gut03,4
gut04,4
gut05,4
gut06,4
gut07,4
gut08,4
gut09,4
cheese starter culture [FOODON:00001013],4
gut11,4
cheesemat,4
EBRT: 33s-high concentration H2S and NH3,4
Eastside Pine,4
Ileal contents of Tibetan Sheep,4
"East coast of SA, a tourist beach",4
cheese dairy [ENVO:01000536],4
cheese_curd,4
Ileal mucosal contents,4
earthling basidioma,4
Marine water and sand,4
Earth-grown,4
earth,4
cheese4,4
Cheddar cheese,4
channel ice,4
Channel,4
Chamise-Redshank Chaparral,4
challenged by pathogen S. enterica Heidelberg,4
DZS004,4
DZS003,4
DZS002,4
DZS001,4
DZN004,4
DZN003,4
DZN002,4
DZN001,4
DZF004,4
DZF003,4
Marshland,4
DZF002,4
DZF001,4
dyeing workshop,4
Dutch field isolate from wheat cultivar Arminda,4
Massive ice,4
"Ilparpa, NT",4
mat and sediment,4
Mats,4
May epi water,4
May hypo water,4
CFIX resistance,4
Imperial moth (adult wing of Eacles imperialis),4
Imsil-gun,4
cerebrospinal fluid material,4
"MC7 medium, 12 hrs",4
"MC7 medium, 24 hrs",4
"MC7 medium, 2 hrs",4
"MC7 medium, 6 hrs",4
"IMX728 that has undergone laboratory evolution on mixture of arabinose, glucose and xylose under anaerobic conditions",4
dust|||ceramic tile,4
Duodenal contents of Tibetan Sheep,4
central india,4
Central-European temperate forest,4
cenote [ENVO_00000195],4
dump of the quarry,4
cell culture [ENVO:020000008],4
meadow|trees,4
Perennial Grassland,4
cecum mass,4
Ceca of chicken [Gut:018],4
Ceca of chicken [Gut:017],4
Ceca of chicken [Gut:016],4
Ceca of chicken [Gut:015],4
Ceca of chicken [Gut:014],4
Ceca of chicken [Gut:013],4
Ceca of chicken [Gut:012],4
Ceca of chicken [Gut:011],4
Medicago sativa associated arthropod community,4
Ceca of chicken [Gut:010],4
Cecal contents of Tibetan Sheep,4
Medicinal leech,4
C. difficile stock,4
Mediterranean0,4
14.0,4
Mediterranean2,4
Mediterranean3,4
Mediterranean7,4
Cave in Switzerland,4
Dry Sediment (soil with roots/ coarse granite; more soil proportion),4
cave entrance biome,4
Cave Ecosystem,4
perennial ryegrass seedlings,4
Dryland [ENVO:01001838],4
Dry hilly coconut farm,4
cave air,4
Cattle milk associated habitat,4
cattle milk associated habitat,4
Cattle Farm,4
cattle farm,4
"0,5 g of maize rizhosphere grown in a agronomic soil from Córdoba, Argentina, under controled conditions. Maize seed : Dekalb “DK-72-10 VT3PRO.",4
dry desert soil,4
Mediterranean shrubland,4
Gut Biome [Gut:010],4
Gut Biome [Gut:011],4
Gut Biome [Gut:012],4
Gut Biome [Gut:013],4
Gut Biome [Gut:014],4
Gut Biome [Gut:015],4
PGI cheese2,4
Gut Biome [Gut:016],4
Gut Biome [Gut:017],4
meditteranan ecosystem,4
Gut Biome [Gut:018],4
Medium,4
Indo-Malay-(Tropical and subtropical moist broadleaf forests); Kinabalu mountain alpine meadows; Low forest,4
Indo-Malay-(Tropical and subtropical moist broadleaf forests); Kinabalu mountain alpine meadows; Low forest and scrub on granite,4
Indo-Malay-(Tropical and subtropical moist broadleaf forests); Kinabalu mountain alpine meadows; Low forest on granite,4
MEF_L_STGGB,4
13-Normal,4
MEF_R_STGGB,4
MEF_TBUE_L,4
MEF_TUBE_R,4
Indoor ground biome,4
drinking water biofilters,4
Melibiose 20mM,4
drilosphere,4
drill ship tank,4
drilling bore water (ENVO_00002159),4
membrane,4
membrane biofilm reactor,4
Drained Thaw lake basin,4
Membrane Biofouling,4
meninges,4
DOXY resistance,4
Industrial waste,4
Industrial wastewater contaminated soil biome,4
mesic grassland,4
Mesic grassland,4
downwind outsides the fence,4
downwind inside the fence,4
Mesic Woodland,4
Downtown,4
cardiovascular,4
carcass_weep,4
mesopelagic zone (envo:00000213) & marine oxygen minimum zone (envo:01000065),4
Industrial zone,4
Carbon felt electrodes,4
Doorway ground biome,4
Donor; M1,4
gut lining,4
mesoscale eddies,4
mesoscopic phisical object,4
Capsicum annuum,4
Infant?Gut,4
Infant gut microbiome exposed to Cefixime antibiotic,4
Canna indica,4
domestic sludge and crude glycerol,4
Doma,4
Infected plant,4
Infected plants,4
infected tree root,4
dog id FS21,4
Excreted Fecal,4
Excretion of urine,4
gutOA_out_H2,4
metalimnion enrichment culture,4
California Monterey Bay Area,4
caldera lake [ENVO:01001061],4
ENVO:01001245,4
inflow,4
Gut of Neophocaena phocaenoides,4
metamorphic rock aquifer,4
forest: subtropical broadleaf forest biome,4
ENVO:01001247,4
fecal material of duck,4
DNA isolated from cells filtered from seawater,4
ENVO:01001248,4
DNA extraction kitome,4
Inga vera nodule,4
ENVO:01001249,4
methanogenic biocathode open circuit,4
DMEM,4
Initial clay,4
Initial sand,4
initial sediment,4
Mezcal distillery,4
Ditch water,4
ENVO:01001251,4
ENVO:01001252,4
MI,4
ENVO:01001253,4
Cage: 295708,4
Cage: 295707,4
Cage: 295706,4
Cage: 295705,4
Mice fecal matter,4
Cage: 295704,4
Cage: 295703,4
Cage: 290454,4
Cage: 290453,4
Cage: 290452,4
Cage: 290451,4
Cage: 290449,4
Cage: 290448,4
Cage: 290447,4
Cage: 281292,4
micorbial feature [ENVO:01000007],4
Cage: 281291,4
Cage: 281290,4
Cage: 281289,4
ENVO:01001255,4
Cage: 280256,4
Cage: 280255,4
in lab enriched microbial consortia,4
Distillery,4
distillation residue,4
ENVO:01001258,4
ENVO:01001259,4
ENVO:01001260,4
dissection buffer,4
microbial community of potted soil,4
former MGP site,4
disinfected hospital wastewater,4
ENVO:01001261,4
Diseased root,4
former pyrite mine,4
ENVO:01001262,4
microbial desalination cell,4
ENVO:01001264,4
Microbial DNA Standard,4
ENVO:01001265,4
ENVO:01001266,4
Microbial Electrolysis Cells,4
inner part of unelongated stem,4
ENVO:01001267,4
microbial fermentation bed material,4
ENVO:01001270,4
gypsisol [ENVO_00002245],4
Gypsum crystal,4
ENVO:01001271,4
ENVO:01001272,4
GYY13,4
ENVO:01001273,4
GYY15,4
PDO4 cheese,4
GYY17,4
Caecal mucosal contents,4
ENVO:01001274,4
Microbial mat [ENVO:01000157],4
Microbial mat floating in the lake,4
caatinga biome [ENVO:00000300],4
ENVO:01001275,4
H1,4
C7,4
C6,4
C57BL/9 mouse gut,4
H12,4
C57BL/8 mouse gut,4
microbial pellet,4
C57BL/7 mouse gut,4
H13,4
C57BL/6 mice,4
C57BL/6 female mouse,4
ENVO:01001276,4
H2,4
ENVO:01001277,4
ENVO:01001278,4
ENVO:01001279,4
ENVO:01001280,4
ENVO:01001281,4
"Experimental field of the NIHHS, RDA",4
Experimental negative control,4
H3,4
hadal sediment,4
dimethylphenol polluted soil,4
digest with pureed carrots,4
feces1,4
digestive tract of R. prolixus,4
Inoculum: None,4
Feces1,4
Inorganic salts plus yeast extract medium,4
Feces10,4
C57BL/10 mouse gut,4
C5,4
C14360,4
Feces11,4
butterfly abdomen control,4
Butterfly,4
Feces12,4
Feces13,4
Feces14,4
insectarium,4
Feces15,4
Insect-assiciated habitat,4
HALLUX,4
Feces16,4
Halocaridina rubra laboratory gut (Day 33),4
insect body,4
exposed limestone rock material,4
Halocaridina rubra wild gut- no crust habitat,4
ENVO:01001457,4
insect [FOODON:03411220],4
Feces17,4
Feces18,4
digester sludge,4
expose with bisphenol A,4
expose with estradiol,4
hamster,4
Feces19,4
feces2,4
Feces2,4
Hand dug wells,4
Feces20,4
digesta with pureed carrots,4
HanTac:WH rat gut,4
mid-gut#1,4
mid-gut#2,4
mid-gut#3,4
mid-gut#4,4
midgut compartment,4
Feces21,4
ENVO:01000004,4
DFS biome pasture,4
DFS biome grass,4
Insect reared on artificial wheat-germ-based diet,4
Feces22,4
Desert surface layer,4
mid stream,4
ENVO:01000005,4
Desert southwest USA,4
Desert sand,4
"Desert, no biocrusts",4
Feces23,4
inside of plant,4
"desert biome, mountain biome",4
fragile environment,4
Feces24,4
hare liver,4
Frames,4
milk powder,4
Exterior wall,4
Feces25,4
Buffalo cows,4
Feces26,4
buccal membrane,4
brush fire [ENVO:01001289],4
brown bears (Ursus arctos),4
bronchial secretion,4
Feces3,4
broccoli field,4
brine water,4
brine pool interface layer,4
brine in Presov,4
brine bore,4
French wine distillery,4
Brewery wastewater treatment plant,4
mineral soil (frozen),4
brewery facility,4
Hawaiian anchialine no benthic crust,4
[ENVO_01001616],4
Breeding facility,4
fresh animal manure [ENVO_00003032],4
ENVO_01000024,4
interior wall,4
bread dough,4
mining site,4
dermatosis,4
brazilian savanna,4
Brazilian Cerrado,4
"brass, plastic",4
internal organs,4
internal standard-spiked ZymoBIOMICS Gut Microbiome Standard,4
Depleted rumen fluid medium,4
Health skin,4
Intertidal 2,4
Feces4,4
Intertidal boulders,4
Defined medium,4
Intertidal habitat along the east coast of SA,4
Deep underground sources/gasers,4
"Deep underground artificial tunnel, near-magmatic reservoir, deep underground gasers",4
intertidal sediment(ENVO:00002179),4
deep trench amphipod associated and seawater,4
healthy human host,4
Intertidal water,4
Healthy human skin,4
Deep-subsurface biome,4
Extraction Kit,4
Feces5,4
ENVO:01001821 (hydrothermally-influenced sediment),4
Pb-Zn mine,4
ENVO 01000047,4
Extreme desert,4
ENVO.00002110,4
extreme habitat,4
heated water in contact with grass/sediment layer,4
Feces6,4
ENVO_02000008,4
Feces7,4
ENVO:02000010,4
HEEL,4
ENVO:00002117,4
fabric pieces,4
HEG6,4
peri-domestic,4
Feces8,4
Feces9,4
intertidal zone [ENVO:000000316],4
Deep-sea water,4
deep-sea vent,4
intertidal zone [ENVO_00000316],4
Deep-Sea sediment (DHAB),4
intertidal zone（ENVO: 00000316）,4
Deep-sea (pelagic),4
ENVO:00002119,4
deep-sea hydrothermal plumes,4
deep-sea coral community|||cold-water coral Lophelia pertusa,4
Feces and rectal biopsies,4
missing|||biosolids,4
brachiaria ruziziensis,4
brachiaria brizantha,4
Pig nasal cavity,4
Bowling green soil,4
"Bourke, NSW",4
Hepatopancreatic necrosis disease,4
ENVO:02000041,4
ENVO:02000042,4
missing|||mine tailing pool,4
bottom sediments and microbial mats of the Gertruda Adit,4
ENVO:00002122,4
ENVO:02000044,4
ENVO:02000045,4
faecal content,4
ENVO:02000046,4
ENVO_01000123,4
Bore well,4
ENVO:02000048,4
missing|||Ss,4
faecal_microbiome,4
"Boreal Natural Region (Central Mixedwood Subregion). Moist moderately nutrient rich spruce forest, trees >10m tall. % ha disturbed: none.",4
Hevea brasiliensis | leaf,4
ENVO:00002125,4
ENVO:02000060,4
mittle_europe,4
Boreal Grassland,4
Mixed Coniferous & Deciduous Woodland/ Mire,4
Mixed Coniferous & Deciduous Woodland/ Roadside,4
ENVO:00002128,4
Mixed Liquor,4
High Altitude Area,4
Mixed microbial culture from Sulfate reducing bioreactors and Wastewater Treatment plant,4
mixed_milk,4
FAECES,4
ENVO:00002132,4
ENVO:00002135,4
ENVO:00002136,4
ENVO:01000157 (microbial mat material),4
blood+bacteria,4
High-density polyethylene pellet,4
Pig stomach,4
Blauwe hoeve,4
blanket bog,4
mixture of rumen fluid and undigested fiber,4
black powder,4
MNase,4
MoBio PowerSoil Kit Control,4
bits of wood,4
Birds,4
Birch Forest,4
bioremediation,4
Bioreactor with agroindustrial residues from ethanol production,4
biome [ENVO:01000020],4
Model organism,4
feces of bats,4
Moist semideciduous forest,4
biological tank effluent,4
Mongolian fermented mare milk,4
Highlands,4
High-light_24hr,4
Montane forest,4
montane forest [ENVO:01000435],4
High-light_2hr,4
montane semiopen forest,4
montane shrubland biome [ENVO:01000216],4
High-light_6hr,4
High-light_72hr,4
highly stratified estuary,4
Morinnestraat,4
highly-touched surfaces,4
mosquito larval diet,4
Moss Biocrust 1,4
Moss Biocrust 2,4
Moss Biocrust 3,4
Moss Biocrust 4,4
Moss Biocrust 5,4
Moss carpet,4
high pH,4
Fresh napa cabbage,4
ENVO:00002139,4
Pilot_Control_Year2,4
ENVO:00002140,4
ENVO_01000175,4
ENVO:00002142,4
ENVO:00002143,4
mountain [ENVO_00000081],4
Fresh slurry,4
ENVO_01000176,4
high salinity saltern,4
ENVO:00002145,4
ENVO:00002146,4
high soil carbon,4
high soil conductivity,4
high soil pH,4
ENVO:00002147,4
ENVO_01000178,4
High-temperature_24hr,4
High-temperature_2hr,4
High-temperature_6hr,4
High-temperature_72hr,4
mountain soil,4
mountain spur,4
Mountain West,4
"Mount Hope, NSW",4
feces of poultry,4
Hill21,4
Hill22,4
Hill23,4
Hill24,4
Mouse cecum,4
Feces sample control 1,4
2020-06-18T00:00:00,4
ENVO: 00002160,4
hind gut of the larva,4
Hip,4
Freshwater/Arctic,4
mouse intestine.1,4
mouse intestine.10,4
mouse intestine.11,4
mouse intestine.12,4
mouse intestine.13,4
mouse intestine.14,4
mouse intestine.15,4
mouse intestine.16,4
mouse intestine.17,4
mouse intestine.18,4
mouse intestine.19,4
mouse intestine.2,4
mouse intestine.20,4
mouse intestine.21,4
mouse intestine.22,4
mouse intestine.23,4
mouse intestine.24,4
mouse intestine.25,4
mouse intestine.26,4
mouse intestine.27,4
mouse intestine.28,4
mouse intestine.29,4
mouse intestine.3,4
mouse intestine.30,4
mouse intestine.31,4
mouse intestine.32,4
Hogye-ri,4
mouse intestine.4,4
hollow fiber,4
mouse intestine.5,4
mouse intestine.6,4
mouse intestine.7,4
mouse intestine.8,4
mouse intestine.9,4
Homalodisca vitripennis,4
Biolfilm (ENVO_00002034),4
Biogenic natural gas reservoir biome,4
"biogas reactor (CSTR, VFA fed)",4
mouse nest,4
"biogas reactor (CSTR, grass silage and cow manure)",4
Mouse oral cavity,4
feed concentrate for dairy cattle,4
Biogas digester sludge,4
Biogas digester biological community,4
freshwater body,4
Homo_sapiens,4
Peltula Lichen Biocrust 1,4
Biofloc biome,4
bioflim material,4
Moutain forest,4
Peltula Lichen Biocrust 2,4
biofilm of microbial fuel cell cathode,4
Mouth UBERON:0000165,4
biofilm of graphite felt,4
biofilm of anode,4
Pilot_RAS_ozonated_Year2,4
biofilm from a membrane biofilm reactor,4
Mown pasture_horse_cattle_fertilised,4
biofilm ENVO_00002034,4
Mown Pasture_sheep_unfertilised,4
Biofilm biome,4
bioelectric well reactor microbiome,4
Peltula Lichen Biocrust 3,4
honeybee product,4
Honey bee pupa,4
freshwater hypoxic sediments,4
BG-11 medium,4
BG11,4
freshwater ice [ENVO:01001511]|suspended sediment [ENVO:01000113]|landfill [ENVO:00000533],4
BFO_0000040,4
between_hilloks_forb-grass,4
pilot-scale research reactor,4
12am,4
Hongshan,4
Honolulu influent,4
Horizontal flow constructed wetland,4
Pine forest plot covered by Vaccinium myrtillus,4
Pine forest plot without Ericaceaen understory,4
1213,4
"Pineola, NC, USA",4
11-Normal,4
Pine seedling,4
"117-5, Deokso-ri, Wabu-eup, Namyangju-si,",4
112,4
111,4
Pinus,4
Intestinal fluid,4
berries,4
bentonite-based artifical mud control,4
Peltula Lichen Biocrust 4,4
intestinal microbiota.11,4
intestinal microbiota.12,4
intestinal microbiota.13,4
intestinal microbiota.14,4
Before rice seeding,4
muddy water,4
before_rain,4
intestinal microbiota.15,4
intestinal microbiota.16,4
beet,4
bee keeping garden,4
intestinal microbiota.17,4
Mudpot,4
Mudpot sediment biome,4
intestinal microbiota.18,4
110,4
bean,4
Intestinal mucosa,4
Beach [ENVO:00000091],4
freshwater lake (ENVO_00000021),4
Mummified soft tissue,4
Peltula Lichen Biocrust 5,4
municipal_sewage_bioreactor,4
ENVO:00002178,4
batch test in laboratory scale reactor 2 (R2),4
batch test in laboratory scale reactor 1 (R1),4
Batch incubation in 24-well plates,4
Horticulture crop,4
baseflow,4
basaltic crustal fluid,4
ENVO:00002180,4
barrel,4
Barley tissue,4
deep Mediterranean Thetis halocline,4
deep Mediterranean,4
Barley field,4
ENVO:00002182,4
ENVO:00002183,4
Museum specimen or road-killed animals - old sample,4
ENVO:00002184,4
mushroom bait,4
ENVO:00002185,4
mushrooms,4
Mushrooms Factory,4
deep brine interface marine water,4
ENVO:00002186,4
ENVO:00002187,4
female gonad,4
intestine-JI,4
ENVO:00002188,4
intestine-JMT,4
ENVO:00002189,4
Dechlorination functional bacteria,4
intestine of adult,4
ENVO:00002190,4
ENVO:00002191,4
intestine tissue,4
Decanter,4
Fresh water pond,4
intestinum,4
ENVO:00002192,4
ENVO:00002193,4
ENVO:00002194,4
dark zone,4
invertebrate,4
femented liquid biome,4
ENVO:00002195,4
"invertebrate, land",4
Invertebrate non gut-tissue and associated microbiome,4
Invertebrate non gut tissues,4
ENVO:anthropogenic terrestrial biome,4
Dark Cyanobacterial Biocrust 5,4
Dark Cyanobacterial Biocrust 4,4
Dark Cyanobacterial Biocrust 3,4
Dark Cyanobacterial Biocrust 2,4
Dark Cyanobacterial Biocrust 1,4
Dam Water,4
Damp wood,4
damp edge of the creek,4
ENVO: borehole water,4
Dairy culture,4
D_425_3_lacustrine sediment,4
D_425_2_lacustrine sediment,4
D_425_1_lacustrine sediment,4
D_240_3_lacustrine sediment,4
D_240_2_lacustrine sediment,4
D_240_1_lacustrine sediment,4
Freshwater river ENVO:01000253,4
Freshwater river ENVO:01000254,4
Freshwater river ENVO:01000255,4
Freshwater river ENVO:01000256,4
Freshwater river ENVO:01000257,4
Freshwater river ENVO:01000258,4
iron-containing mat,4
18% Hv-YPC medium,4
Freshwater river ENVO:01000259,4
hospital wastewater treatment plant,4
Freshwater river ENVO:01000260,4
Freshwater river ENVO:01000261,4
Freshwater river ENVO:01000262,4
Irradiated soil D20,4
Irradiated soil D21,4
Freshwater river ENVO:01000263,4
Freshwater river ENVO:01000264,4
Freshwater river ENVO:01000265,4
Freshwater river ENVO:01000266,4
Freshwater river ENVO:01000267,4
Freshwater river ENVO:01000268,4
Freshwater river ENVO:01000269,4
Freshwater river ENVO:01000270,4
Host associate,4
ENVO:00002201,4
Banana plant,4
banana orchard,4
PDO21 cheese,4
BALB/cAnNTac mouse gut,4
mussel rafts,4
baking flour,4
ENVO:charcoal,4
Must,4
must at the beginning of fermentation,4
must at the end of fermentation,4
ENVO:01000267,4
ENVO:00002202,4
Cuticle of Metapolybia sp.,4
mutant (Mu or skip-1),4
fermentation bed material,4
Bagasse compost,4
Mycelium,4
bagasse,4
bacterium,4
ENVO:00002203,4
ENVO:00002204,4
ENVO:00002205,4
bacterial isolate,4
ENVO:00002207,4
Cundinamarca,4
Pinus pinaster leaves,4
ENVO:00002208,4
Fermentation effluent,4
CULTURE MEDIA,4
Bacterial experiment,4
"island arc [ENVO:00000353], humid subtropical [ENVO:01000377], caldera [ENVO:00000096]",4
cultured sample,4
N5,4
cultured habitat [ENVO:02000006],4
Cultured from Crassostrea gigas tissue,4
ENVO:00002210,4
NA|||air,4
nagpur,4
Naive,4
bacterial cell mixture,4
ENVO:00002212,4
ENVO:00002214,4
ENVO:00002215,4
ENVO:00002216,4
ENVO:00002217,4
ENVO_01000313,4
ENVO:00002218,4
Pinus pinea,4
3.0,4
BACTERIA ASSOSCIATED WITH GRAPEVINE,4
Fermentation tank of a mezcal distillery,4
isolated in the laboratory,4
BAC-filtration with chlorine secondary residual,4
Cultivated strain,4
Cultivated soil,4
cultivated rice root endosphere microbiome,4
cultivated rice field soil,4
cultivated plant,4
ENVO:Human-associated habitat,4
37-Grade5,4
