raw_text,portion_parsed,normalized_curie,normalized_label,count
ENVO:00010504;ENVO:01000326,ENVO:00010504;ENVO:01000326,ENVO:01000326,ENVO:00010504;,4
"Magos Reservoir, Portugal","Magos Reservoir, Portugal",,"Magos Reservoir, Portugal",4
Gravel material in subsurface constructed wetland fuel cell treating wastewater from HUSB.,Gravel material in subsurface constructed wetland fuel cell treating wastewater from HUSB.,,Gravel material in subsurface constructed wetland fuel cell treating wastewater from HUSB.,4
ENVO:01001063,ENVO:01001063,ENVO:01001063,,4
grazed_forb-grass_meadow,grazed_forb-grass_meadow,,grazed_forb-grass_meadow,4
ENVO:01001064,ENVO:01001064,ENVO:01001064,,4
PDMS_TiO2,PDMS_TiO2,,PDMS_TiO2,4
Grazed soil,Grazed soil,,Grazed soil,4
ENVO:01001116,ENVO:01001116,ENVO:01001116,,4
"Great Artesian Basin of Australia mat, water and sediment samples","Great Artesian Basin of Australia mat, water and sediment samples",,"Great Artesian Basin of Australia mat, water and sediment samples",4
ENVO_01001121,ENVO_01001121,ENVO:01001121,,4
Maize Field,Maize Field,,Maize Field,4
Maize Rhizosphere soil with PE microplastic addition,Maize Rhizosphere soil with PE microplastic addition,,Maize Rhizosphere soil with PE microplastic addition,4
eucalyptus biome,eucalyptus biome,,eucalyptus biome,4
22 organisms,22 organisms,,22 organisms,4
eucalyptus forest soil[ENVO:00005787],eucalyptus forest soil[ENVO:00005787],ENVO:00005787,eucalyptus forest soil,4
22-Normal,22-Normal,,22-Normal,4
[FOODON_03510136],[FOODON_03510136],,FOODON_03510136,4
mammary gland,mammary gland,,mammary gland,4
ENVO:00000392,ENVO:00000392,ENVO:00000392,,4
greenhouse soil diseased tomato bulk soil,greenhouse soil diseased tomato bulk soil,,greenhouse soil diseased tomato bulk soil,4
greenhouse soil diseased tomato rhizosphere soil,greenhouse soil diseased tomato rhizosphere soil,,greenhouse soil diseased tomato rhizosphere soil,4
coastal seawater biome | estuarine biome,coastal seawater biome,,coastal seawater biome,4
coastal seawater biome | estuarine biome,estuarine biome,,estuarine biome,4
Coastal sea ice,Coastal sea ice,,Coastal sea ice,4
coastal scrubland [ENVO:01000237],coastal scrubland [ENVO:01000237],ENVO:01000237,coastal scrubland,4
Coastal rocky reef,Coastal rocky reef,,Coastal rocky reef,4
coastal river,coastal river,,coastal river,4
coastal plain (ENVO:00000090),coastal plain (ENVO:00000090),ENVO:00000090,coastal plain,4
"green house, soil in pots","green house, soil in pots",,"green house, soil in pots",4
coastal marsh soil,coastal marsh soil,,coastal marsh soil,4
coastal marsh sediment,coastal marsh sediment,,coastal marsh sediment,4
coastal marine waters,coastal marine waters,,coastal marine waters,4
greenhouse soil non-diseased tomato bulk soil,greenhouse soil non-diseased tomato bulk soil,,greenhouse soil non-diseased tomato bulk soil,4
greenhouse soil non-diseased tomato rhizosphere soil,greenhouse soil non-diseased tomato rhizosphere soil,,greenhouse soil non-diseased tomato rhizosphere soil,4
Mangrove plant,Mangrove plant,,Mangrove plant,4
"coastal La Jolla, CA seawater","coastal La Jolla, CA seawater",,"coastal La Jolla, CA seawater",4
Mangrove Sediment Biome,Mangrove Sediment Biome,,Mangrove Sediment Biome,4
"patient,sputum","patient,sputum",,"patient,sputum",4
coal mine [ENVO:00002169],coal mine [ENVO:00002169],ENVO:00002169,coal mine,4
coal-degrading methanogenic enrichment culture,coal-degrading methanogenic enrichment culture,,coal-degrading methanogenic enrichment culture,4
Coal cutting,Coal cutting,,Coal cutting,4
food source FOODON 03411564,food source FOODON 03411564,,food source FOODON 03411564,4
Man-made lake,Man-made lake,,Man-made lake,4
Food waste compost,Food waste compost,,Food waste compost,4
manufactured plastic [ENVO:01000404],manufactured plastic [ENVO:01000404],ENVO:01000404,manufactured plastic,4
PDO38 cheese,PDO38 cheese,,PDO38 cheese,4
foot ulcer,foot ulcer,,foot ulcer,4
coalbed slurry biome,coalbed slurry biome,,coalbed slurry biome,4
Manus Basin,Manus Basin,,Manus Basin,4
ENVO:00000370,ENVO:00000370,ENVO:00000370,,4
ENVO:00000371,ENVO:00000371,ENVO:00000371,,4
ENVO:00000372,ENVO:00000372,ENVO:00000372,,4
ENVO:00000376,ENVO:00000376,ENVO:00000376,,4
ENVO:00000377,ENVO:00000377,ENVO:00000377,,4
ENVO:00000378,ENVO:00000378,ENVO:00000378,,4
ENVO:00000379,ENVO:00000379,ENVO:00000379,,4
ENVO:00000380,ENVO:00000380,ENVO:00000380,,4
ENVO:00000381,ENVO:00000381,ENVO:00000381,,4
ENVO:00000385,ENVO:00000385,ENVO:00000385,,4
ENVO:00000387,ENVO:00000387,ENVO:00000387,,4
ENVO:00000388,ENVO:00000388,ENVO:00000388,,4
ENVO:00000389,ENVO:00000389,ENVO:00000389,,4
ENVO:00000390,ENVO:00000390,ENVO:00000390,,4
ENVO:00000391,ENVO:00000391,ENVO:00000391,,4
ripened_milk,ripened_milk,,ripened_milk,4
Volcanic rock,Volcanic rock,,Volcanic rock,4
soil 19,soil 19,,soil 19,4
tuber fungi,tuber fungi,,tuber fungi,4
Woodland [ENVO:00000109],Woodland [ENVO:00000109],ENVO:00000109,Woodland,4
riser drilling fluid,riser drilling fluid,,riser drilling fluid,4
terrestrial habitat(ENVO:00002009),terrestrial habitat(ENVO:00002009),ENVO:00002009,terrestrial habitat,4
Sulfur Spring,Sulfur Spring,,Sulfur Spring,4
Stainless steel & ceramic,Stainless steel & ceramic,,Stainless steel & ceramic,4
Water5,Water5,,Water5,4
stalactite [ENVO:00000331],stalactite [ENVO:00000331],ENVO:00000331,stalactite,4
soil81,soil81,,soil81,4
"Sulfidogenic Bioreactor, and Wastewater treatment plant","Sulfidogenic Bioreactor, and Wastewater treatment plant",,"Sulfidogenic Bioreactor, and Wastewater treatment plant",4
upwind outsides the fence,upwind outsides the fence,,upwind outsides the fence,4
Tropical peat swamp forest,Tropical peat swamp forest,,Tropical peat swamp forest,4
production water (adopted displacement recovery) about five monthes after the first field test,production water (adopted displacement recovery) about five monthes after the first field test,,production water adopted displacement recovery about five monthes after the first field test,4
production water (adopted displacement recovery) about four monthes after the first field test,production water (adopted displacement recovery) about four monthes after the first field test,,production water adopted displacement recovery about four monthes after the first field test,4
pond edge,pond edge,,pond edge,4
Standard fly medium,Standard fly medium,,Standard fly medium,4
Uranium mine water,Uranium mine water,,Uranium mine water,4
rumen bacteriome,rumen bacteriome,,rumen bacteriome,4
Sediments below the brown mat,Sediments below the brown mat,,Sediments below the brown mat,4
Rumen contents of Tibetan Sheep,Rumen contents of Tibetan Sheep,,Rumen contents of Tibetan Sheep,4
Sulfidic stream,Sulfidic stream,,Sulfidic stream,4
rumen digesta,rumen digesta,,rumen digesta,4
Pots inoculated with soil extracts under Retama sphaerocarpa shrubs (RI),Pots inoculated with soil extracts under Retama sphaerocarpa shrubs (RI),,Pots inoculated with soil extracts under Retama sphaerocarpa shrubs RI,4
protect forest,protect forest,,protect forest,4
wastewater treatment reactors,wastewater treatment reactors,,wastewater treatment reactors,4
raw primary sludge [ENVO:00002057 ],raw primary sludge [ENVO:00002057 ],ENVO:00002057,raw primary sludge],4
Subject:No.A002,Subject:No.A002,,Subject:No.A002,4
wastewater treatment plant biome [ENVO:00002272],wastewater treatment plant biome [ENVO:00002272],ENVO:00002272,wastewater treatment plant biome,4
soil 36,soil 36,,soil 36,4
production water (adopted displacement recovery) about one month after the second field test,production water (adopted displacement recovery) about one month after the second field test,,production water adopted displacement recovery about one month after the second field test,4
sediment [ENVO:00000009],sediment [ENVO:00000009],ENVO:00000009,sediment,4
tobacco planting soil,tobacco planting soil,,tobacco planting soil,4
sediment [ENVO:00000003],sediment [ENVO:00000003],ENVO:00000003,sediment,4
Subject:No.A007,Subject:No.A007,,Subject:No.A007,4
Subject:No.A008,Subject:No.A008,,Subject:No.A008,4
Positive_control,Positive_control,,Positive_control,4
Wastewater treatment of simultaneous nitrification and denitrification,Wastewater treatment of simultaneous nitrification and denitrification,,Wastewater treatment of simultaneous nitrification and denitrification,4
sediment biome [ENVO:00000009],sediment biome [ENVO:00000009],ENVO:00000009,sediment biome,4
sediment biome [ENVO:00000003],sediment biome [ENVO:00000003],ENVO:00000003,sediment biome,4
tuber bacteria,tuber bacteria,,tuber bacteria,4
Subject:No.A009,Subject:No.A009,,Subject:No.A009,4
Subject:No.A010,Subject:No.A010,,Subject:No.A010,4
PowerSoil,PowerSoil,,PowerSoil,4
soil 20,soil 20,,soil 20,4
wetland6,wetland6,,wetland6,4
Powersoil,Powersoil,,Powersoil,4
soil 47,soil 47,,soil 47,4
river biome|estuarine biome,river biome,,river biome,4
river biome|estuarine biome,estuarine biome,,estuarine biome,4
Subject:No.A017,Subject:No.A017,,Subject:No.A017,4
swab_control_4,swab_control_4,,swab_control_4,4
swab_control_3,swab_control_3,,swab_control_3,4
swab_control_2,swab_control_2,,swab_control_2,4
swab_control_1,swab_control_1,,swab_control_1,4
Subject:No.A019,Subject:No.A019,,Subject:No.A019,4
riverine biome [ENVO:00000022],riverine biome [ENVO:00000022],ENVO:00000022,riverine biome,4
Subject:No.A021,Subject:No.A021,,Subject:No.A021,4
river (Meurthe),river (Meurthe),,river Meurthe,4
Urban pond,Urban pond,,Urban pond,4
sediment22,sediment22,,sediment22,4
sediment21,sediment21,,sediment21,4
soil68,soil68,,soil68,4
sediment20,sediment20,,sediment20,4
sediment19,sediment19,,sediment19,4
sediment18,sediment18,,sediment18,4
sediment17,sediment17,,sediment17,4
"sediment, 16S rRNA, environmental","sediment, 16S rRNA, environmental",,"sediment, 16S rRNA, environmental",4
sediment16,sediment16,,sediment16,4
sediment15,sediment15,,sediment15,4
Station Grounds,Station Grounds,,Station Grounds,4
Wastewater sample from the wetland reactors,Wastewater sample from the wetland reactors,,Wastewater sample from the wetland reactors,4
Stay away from shrubs,Stay away from shrubs,,Stay away from shrubs,4
production water (adopted displacement recovery) about one month during the second field test,production water (adopted displacement recovery) about one month during the second field test,,production water adopted displacement recovery about one month during the second field test,4
Zwevegem,Zwevegem,,Zwevegem,4
second year ice [ENVO: 03000072],second year ice [ENVO: 03000072],,second year ice ENVO: 03000072,4
Zymo Mock Community,Zymo Mock Community,,Zymo Mock Community,4
Subject:No.A025,Subject:No.A025,,Subject:No.A025,4
woodland biome [ENVO:01000175]|forest [ENVO:00000111],woodland biome [ENVO:01000175],ENVO:01000175,woodland biome,4
woodland biome [ENVO:01000175]|forest [ENVO:00000111],forest [ENVO:00000111],ENVO:00000111,forest,4
soil80,soil80,,soil80,4
production water (adopted displacement recovery) about the first day during the second field test,production water (adopted displacement recovery) about the first day during the second field test,,production water adopted displacement recovery about the first day during the second field test,4
Prothesis,Prothesis,,Prothesis,4
soil74,soil74,,soil74,4
Sugar+ Bovine-defibrinated blood meals,Sugar+ Bovine-defibrinated blood meals,,Sugar+ Bovine-defibrinated blood meals,4
Wastewater sample from the Bioreactor and wastewater treatment plant,Wastewater sample from the Bioreactor and wastewater treatment plant,,Wastewater sample from the Bioreactor and wastewater treatment plant,4
production water (adopted displacement recovery) about three monthes after the first field test,production water (adopted displacement recovery) about three monthes after the first field test,,production water adopted displacement recovery about three monthes after the first field test,4
soil 21,soil 21,,soil 21,4
Secondary sedimentation tank,Secondary sedimentation tank,,Secondary sedimentation tank,4
Rumen fluid-1,Rumen fluid-1,,Rumen fluid-1,4
secondary rainforest,secondary rainforest,,secondary rainforest,4
Rivers,Rivers,,Rivers,4
timber,timber,,timber,4
production water (adopted displacement recovery) about three monthes during the second field test,production water (adopted displacement recovery) about three monthes during the second field test,,production water adopted displacement recovery about three monthes during the second field test,4
soil 35,soil 35,,soil 35,4
river sediment biome,river sediment biome,,river sediment biome,4
secondary digester,secondary digester,,secondary digester,4
Tian-E-Zhou Oxbow,Tian-E-Zhou Oxbow,,Tian-E-Zhou Oxbow,4
Plot 105,Plot 105,,Plot 105,4
sub-tidal,sub-tidal,,sub-tidal,4
Pound Kalina,Pound Kalina,,Pound Kalina,4
Wastewater sample,Wastewater sample,,Wastewater sample,4
seaweed bed,seaweed bed,,seaweed bed,4
PY,PY,,PY,4
vit2 RNAi,vit2 RNAi,,vit2 RNAi,4
Subtropical moist forest biome,Subtropical moist forest biome,,Subtropical moist forest biome,4
river surface water,river surface water,,river surface water,4
Rumen fluid-2,Rumen fluid-2,,Rumen fluid-2,4
rainbow trout tissue,rainbow trout tissue,,rainbow trout tissue,4
podozolic soil,podozolic soil,,podozolic soil,4
river top bowl of bottom soil,river top bowl of bottom soil,,river top bowl of bottom soil,4
pomegranate,pomegranate,,pomegranate,4
wetland8,wetland8,,wetland8,4
seawater phage,seawater phage,,seawater phage,4
soil 34,soil 34,,soil 34,4
young pine forest,young pine forest,,young pine forest,4
"The artificial diet composed of mashed banana and apple, corn flour, sucrose, yeast extract, sorbitol and agar","The artificial diet composed of mashed banana and apple, corn flour, sucrose, yeast extract, sorbitol and agar",,"The artificial diet composed of mashed banana and apple, corn flour, sucrose, yeast extract, sorbitol and agar",4
Subject:No.A049,Subject:No.A049,,Subject:No.A049,4
Subject:No.A050,Subject:No.A050,,Subject:No.A050,4
seawater metagenome,seawater metagenome,,seawater metagenome,4
sterile swabs,sterile swabs,,sterile swabs,4
Subject:No.A052,Subject:No.A052,,Subject:No.A052,4
POME,POME,,POME,4
The cecal contents,The cecal contents,,The cecal contents,4
production water (adopted displacement recovery) about two monthes during the second field test,production water (adopted displacement recovery) about two monthes during the second field test,,production water adopted displacement recovery about two monthes during the second field test,4
Subject:No.A053,Subject:No.A053,,Subject:No.A053,4
Sterile Water,Sterile Water,,Sterile Water,4
Subject:No.A054,Subject:No.A054,,Subject:No.A054,4
Waste waters,Waste waters,,Waste waters,4
P-starvation_72hr,P-starvation_72hr,,P-starvation_72hr,4
sea water [ENVO:00002149] | ice [ENVO:01001125],sea water [ENVO:00002149],ENVO:00002149,sea water,4
sea water [ENVO:00002149] | ice [ENVO:01001125],ice [ENVO:01001125],ENVO:01001125,ice,4
soil 22,soil 22,,soil 22,4
Subject:No.A056,Subject:No.A056,,Subject:No.A056,4
Polyuretane sponge microbiome,Polyuretane sponge microbiome,,Polyuretane sponge microbiome,4
soil 48,soil 48,,soil 48,4
soil69,soil69,,soil69,4
Sea water [ENVO_00002149],Sea water [ENVO_00002149],ENVO:00002149,Sea water,4
soil 7,soil 7,,soil 7,4
Ravine,Ravine,,Ravine,4
soil 49,soil 49,,soil 49,4
sea water（ENVO: 00002149）,sea water（ENVO: 00002149）,,sea water（ENVO: 00002149）,4
Soil and grapes samples,Soil and grapes samples,,Soil and grapes samples,4
P-starvation_6hr,P-starvation_6hr,,P-starvation_6hr,4
sea water ENVO: 00002149,sea water ENVO: 00002149,,sea water ENVO: 00002149,4
Subject:No.A064,Subject:No.A064,,Subject:No.A064,4
wastewater of an airport terminal,wastewater of an airport terminal,,wastewater of an airport terminal,4
road side curb,road side curb,,road side curb,4
Stingless Bee Hive,Stingless Bee Hive,,Stingless Bee Hive,4
soil49,soil49,,soil49,4
Soil (aluvial loam),Soil (aluvial loam),,Soil aluvial loam,4
Roadside/ Scrub,Roadside/ Scrub,,Roadside/ Scrub,4
Roadside trees,Roadside trees,,Roadside trees,4
roadway runoff,roadway runoff,,roadway runoff,4
soil 5,soil 5,,soil 5,4
Rumen fluid-3,Rumen fluid-3,,Rumen fluid-3,4
the Mekong delta,the Mekong delta,,the Mekong delta,4
wastewater microbiome,wastewater microbiome,,wastewater microbiome,4
wetland9,wetland9,,wetland9,4
P-starvation_2hr,P-starvation_2hr,,P-starvation_2hr,4
Polystyrene pellet,Polystyrene pellet,,Polystyrene pellet,4
potted,potted,,potted,4
Soil adjacent to C. angulata seedling patch3,Soil adjacent to C. angulata seedling patch3,,Soil adjacent to C. angulata seedling patch3,4
seawater_amphipod,seawater_amphipod,,seawater_amphipod,4
Urban Wastewater,Urban Wastewater,,Urban Wastewater,4
the midgut of the bordered plant bug Physopelta parviceps,the midgut of the bordered plant bug Physopelta parviceps,,the midgut of the bordered plant bug Physopelta parviceps,4
Urban Wastewater Rep2.,Urban Wastewater Rep2.,,Urban Wastewater Rep2.,4
Soil adjacent to C. angulata seedling patch2,Soil adjacent to C. angulata seedling patch2,,Soil adjacent to C. angulata seedling patch2,4
P-starvation_24hr,P-starvation_24hr,,P-starvation_24hr,4
Wet sediment,Wet sediment,,Wet sediment,4
Soil5,Soil5,,Soil5,4
Soil adjacent to C. angulata seedling patch1,Soil adjacent to C. angulata seedling patch1,,Soil adjacent to C. angulata seedling patch1,4
Pyrus pyrifolia var. culta,Pyrus pyrifolia var. culta,,Pyrus pyrifolia var. culta,4
soil99,soil99,,soil99,4
soil98,soil98,,soil98,4
sea surface layer [ENVO:01001581] | glacial ice [ENVO:03000004],sea surface layer [ENVO:01001581],ENVO:01001581,sea surface layer,4
sea surface layer [ENVO:01001581] | glacial ice [ENVO:03000004],glacial ice [ENVO:03000004],ENVO:03000004,glacial ice,4
